"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"Jul., 2017"	"2017/07"	"Diseases of the genitourinary system"	"N00-N98"	22	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jul., 2017"	"2017/07"	"External causes of morbidity and mortality"	"V01-Y89"	27	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"	"Jul., 2017"	"2017/07"			592	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Certain infectious and parasitic diseases"	"A00-B99"	12	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Neoplasms"	"C00-D48"	116	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Mental and behavioural disorders"	"F01-F99"	62	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Diseases of the nervous system"	"G00-G98"	52	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Diseases of the circulatory system"	"I00-I99"	171	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Diseases of the respiratory system"	"J00-J98"	50	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Diseases of the digestive system"	"K00-K92"	28	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"Diseases of the genitourinary system"	"N00-N98"	14	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"	"External causes of morbidity and mortality"	"V01-Y89"	31	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"	"Aug., 2017"	"2017/08"			568	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Neoplasms"	"C00-D48"	141	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	22	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Mental and behavioural disorders"	"F01-F99"	57	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Diseases of the nervous system"	"G00-G98"	65	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Diseases of the circulatory system"	"I00-I99"	190	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Diseases of the respiratory system"	"J00-J98"	50	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Diseases of the digestive system"	"K00-K92"	22	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"Diseases of the genitourinary system"	"N00-N98"	20	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"	"External causes of morbidity and mortality"	"V01-Y89"	22	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"	"Sep., 2017"	"2017/09"			612	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Certain infectious and parasitic diseases"	"A00-B99"	11	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Neoplasms"	"C00-D48"	128	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	30	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Mental and behavioural disorders"	"F01-F99"	68	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Diseases of the nervous system"	"G00-G98"	56	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Diseases of the circulatory system"	"I00-I99"	199	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Diseases of the respiratory system"	"J00-J98"	44	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Diseases of the digestive system"	"K00-K92"	21	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"Diseases of the genitourinary system"	"N00-N98"	24	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"	"External causes of morbidity and mortality"	"V01-Y89"	31	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"	"Oct., 2017"	"2017/10"			622	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Neoplasms"	"C00-D48"	132	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	28	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Mental and behavioural disorders"	"F01-F99"	66	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Diseases of the nervous system"	"G00-G98"	65	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Diseases of the circulatory system"	"I00-I99"	216	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Diseases of the respiratory system"	"J00-J98"	51	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Diseases of the digestive system"	"K00-K92"	22	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"Diseases of the genitourinary system"	"N00-N98"	12	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"	"External causes of morbidity and mortality"	"V01-Y89"	25	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"	"Nov., 2017"	"2017/11"			635	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Certain infectious and parasitic diseases"	"A00-B99"	15	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Neoplasms"	"C00-D48"	142	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	30	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Mental and behavioural disorders"	"F01-F99"	83	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Diseases of the nervous system"	"G00-G98"	57	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Diseases of the circulatory system"	"I00-I99"	263	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Diseases of the respiratory system"	"J00-J98"	75	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Diseases of the digestive system"	"K00-K92"	33	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"Diseases of the genitourinary system"	"N00-N98"	20	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"	"External causes of morbidity and mortality"	"V01-Y89"	32	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"	"Dec., 2017"	"2017/12"			767	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"					15456	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Certain infectious and parasitic diseases"	"A00-B99"	106	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Neoplasms"	"C00-D48"	655	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	126	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Mental and behavioural disorders"	"F01-F99"	207	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the nervous system"	"G00-G98"	314	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the circulatory system"	"I00-I99"	987	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the respiratory system"	"J00-J98"	362	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the digestive system"	"K00-K92"	95	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	21	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Diseases of the genitourinary system"	"N00-N98"	86	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	38	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2016"	"2016/01"	"External causes of morbidity and mortality"	"V01-Y89"	93	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Jan., 2016"	"2016/01"			3106	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Certain infectious and parasitic diseases"	"A00-B99"	94	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Neoplasms"	"C00-D48"	599	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	16	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	141	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Mental and behavioural disorders"	"F01-F99"	171	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the nervous system"	"G00-G98"	305	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the circulatory system"	"I00-I99"	935	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the respiratory system"	"J00-J98"	372	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the digestive system"	"K00-K92"	92	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Diseases of the genitourinary system"	"N00-N98"	84	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	40	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2016"	"2016/02"	"External causes of morbidity and mortality"	"V01-Y89"	90	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Feb., 2016"	"2016/02"			2957	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Certain infectious and parasitic diseases"	"A00-B99"	89	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Neoplasms"	"C00-D48"	589	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	11	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	131	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Mental and behavioural disorders"	"F01-F99"	170	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the nervous system"	"G00-G98"	325	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the circulatory system"	"I00-I99"	903	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the respiratory system"	"J00-J98"	335	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the digestive system"	"K00-K92"	93	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Diseases of the genitourinary system"	"N00-N98"	76	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	39	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2016"	"2016/03"	"External causes of morbidity and mortality"	"V01-Y89"	100	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Mar., 2016"	"2016/03"			2882	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Certain infectious and parasitic diseases"	"A00-B99"	84	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Neoplasms"	"C00-D48"	592	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	14	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	120	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Mental and behavioural disorders"	"F01-F99"	176	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the nervous system"	"G00-G98"	298	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the circulatory system"	"I00-I99"	785	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the respiratory system"	"J00-J98"	340	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the digestive system"	"K00-K92"	100	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	18	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Diseases of the genitourinary system"	"N00-N98"	95	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2016"	"2016/04"	"External causes of morbidity and mortality"	"V01-Y89"	88	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Apr., 2016"	"2016/04"			2746	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Certain infectious and parasitic diseases"	"A00-B99"	74	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Neoplasms"	"C00-D48"	610	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	13	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	128	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Mental and behavioural disorders"	"F01-F99"	158	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the nervous system"	"G00-G98"	275	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the circulatory system"	"I00-I99"	800	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the respiratory system"	"J00-J98"	308	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the digestive system"	"K00-K92"	85	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Diseases of the genitourinary system"	"N00-N98"	77	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	28	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2016"	"2016/05"	"External causes of morbidity and mortality"	"V01-Y89"	91	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"May, 2016"	"2016/05"			2667	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Certain infectious and parasitic diseases"	"A00-B99"	66	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Neoplasms"	"C00-D48"	563	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	17	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	92	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Mental and behavioural disorders"	"F01-F99"	158	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the nervous system"	"G00-G98"	258	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the circulatory system"	"I00-I99"	792	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the respiratory system"	"J00-J98"	299	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the digestive system"	"K00-K92"	78	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	16	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Diseases of the genitourinary system"	"N00-N98"	82	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	27	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2016"	"2016/06"	"External causes of morbidity and mortality"	"V01-Y89"	95	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Jun., 2016"	"2016/06"			2554	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Certain infectious and parasitic diseases"	"A00-B99"	66	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Neoplasms"	"C00-D48"	599	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	129	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Mental and behavioural disorders"	"F01-F99"	170	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the nervous system"	"G00-G98"	265	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the circulatory system"	"I00-I99"	815	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the respiratory system"	"J00-J98"	276	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the digestive system"	"K00-K92"	96	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Diseases of the genitourinary system"	"N00-N98"	81	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	31	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2016"	"2016/07"	"External causes of morbidity and mortality"	"V01-Y89"	111	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Jul., 2016"	"2016/07"			2669	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Certain infectious and parasitic diseases"	"A00-B99"	72	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Neoplasms"	"C00-D48"	612	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	128	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Mental and behavioural disorders"	"F01-F99"	163	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Diseases of the nervous system"	"G00-G98"	297	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Diseases of the circulatory system"	"I00-I99"	808	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Diseases of the respiratory system"	"J00-J98"	256	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Diseases of the digestive system"	"K00-K92"	70	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	17	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Diseases of the genitourinary system"	"N00-N98"	67	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	28	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2016"	"2016/08"	"External causes of morbidity and mortality"	"V01-Y89"	108	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Aug., 2016"	"2016/08"			2637	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Certain infectious and parasitic diseases"	"A00-B99"	59	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Neoplasms"	"C00-D48"	664	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	128	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Mental and behavioural disorders"	"F01-F99"	171	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the nervous system"	"G00-G98"	315	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the circulatory system"	"I00-I99"	837	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the respiratory system"	"J00-J98"	296	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the digestive system"	"K00-K92"	88	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Diseases of the genitourinary system"	"N00-N98"	90	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	40	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2016"	"2016/09"	"External causes of morbidity and mortality"	"V01-Y89"	95	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Sep., 2016"	"2016/09"			2816	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Certain infectious and parasitic diseases"	"A00-B99"	81	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Neoplasms"	"C00-D48"	631	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Mental and behavioural disorders"	"F01-F99"	167	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Diseases of the nervous system"	"G00-G98"	267	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Diseases of the circulatory system"	"I00-I99"	850	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Diseases of the respiratory system"	"J00-J98"	270	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Diseases of the digestive system"	"K00-K92"	98	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	12	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Diseases of the genitourinary system"	"N00-N98"	94	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	36	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2016"	"2016/10"	"External causes of morbidity and mortality"	"V01-Y89"	111	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"	"Oct., 2016"	"2016/10"			2753	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2016"	"2016/11"	"Certain infectious and parasitic diseases"	"A00-B99"	70	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2016"	"2016/11"	"Neoplasms"	"C00-D48"	609	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2016"	"2016/11"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	18	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2016"	"2016/11"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	151	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2016"	"2016/11"	"Mental and behavioural disorders"	"F01-F99"	166	Not Applicable	Not Applicable
